full_text,Sentiment
"['klu', 'politik', 'dinasti', 'arti', 'politik', 'identitas', 'ngak', 'klu', 'protes', 'ngeyel']",Positive
"['didu', 'politik', 'dinasti', 'versi', 'arti', 'maksud', 'terap', 'laksana', 'tokoh', 'politik', 'elite', 'ancam', 'serius', 'pertiwi', 'faham']",Negative
"['politik', 'dinasti', 'undang', 'gaduh', 'nasional']",Positive
"['malu', 'maju', 'anak']",Negative
"['keluarga', 'tanoe', 'dinasti', 'politik', 'keluarga', 'maju', 'pileg']",Neutral
"['election', 'kali', 'bener', 'politik', 'tingkat', 'pecah', 'dinasti', 'akar', 'bgt', 'indo', 'seruuuu']",Positive
"['negara', 'demokrasi', 'kenal', 'istilah', 'politik', 'dinasti', 'presiden', 'keluarga', 'jokowi', 'rakyat', 'indonesia', 'contoh', 'pm', 'singapura', 'putra', 'mantan', 'pm', 'singapura', 'rakyat', 'singapura', 'me']",Neutral
"['lawan', 'bib']",Negative
"['pk', 'guntur', 'ngga', 'baper', 'gk', 'panas', 'politik', 'santun', 'tampa', 'fitnah', 'takdir', 'prabowo', 'gibran', 'jokowi', 'jdi', 'tfk', 'dinasti', 'politik', 'terima', 'nyata']",Positive
"['raharjo', 'ganjar', 'menang', 'politik', 'dinasti', 'kembang', 'subur']",Positive
"['bius', 'wajah', 'polos', 'ndeso', 'politik', 'dinasti', 'kangkang', 'konstitusi', 'ipar', 'sadar', 'naif', 'orang', 'indonesia', 'manfaatin']",Positive
"['politik', 'dinasti', 'the', 'red', 'bull']",Neutral
"['laku', 'politik', 'dinasti', 'kaisar', 'gembluk', 'solo']",Neutral
"['dinasti', 'politik', 'tumbuh', 'oligarki', 'politik', 'iklim', 'kondusif', 'upaya', 'regenerasi', 'pimpin', 'politik', 'politik', 'dinasti', 'dampak', 'buruk', 'akuntabilitas', 'birokrasi', 'perintah', 'cenderung', 'serakah', 'rawan', 'praktek', 'kkn', 'paham']",Negative
"['gm', 'dinasti', 'politik', 'pilih', 'mundur']",Positive
"['rakyat', 'uda', 'cerdas', 'bro', 'uu', 'tabrak']",Positive
"['segitu', 'doang', 'maujadi', 'pimpin', 'pimpin', 'ide', 'gagas', 'visioneer', 'ayo', 'tolak', 'dinasti', 'politik', 'rusak', 'demokrasi']",Negative
"['main', 'politik', 'tingkat', 'pdip', 'ngga', 'nyerang', 'jokowi', 'scr', 'terangterangan', 'ngga', 'ps', 'ambil', 'moment', 'dizolimi', 'gp', 'kalah']",Negative
"['prabowo', 'subianto', 'dinasti', 'politik', 'wajar']",Positive
"['marm', 'obesitas']",Neutral
"['rakyat', 'gera', 'anti', 'politik', 'dinasti', 'pelang', 'konstitusi']",Positive
"['gausah', 'serius', 'banget']",Negative
"['cawecawe', 'culas', 'tuju', 'oligarki', 'jaya', 'plus', 'dinasti', 'keluarga', 'dah', 'rencana', 'pergi', 'pakar', 'hukum']",Positive
"['mhd', 'malu', 'politik', 'dinasti', 'khianat', 'reformasi', 'anti', 'kkn', 'dibelabelain']",Negative
"['skandal', 'kep', 'mk']",Negative
"['ji', 'tipikal', 'anak', 'muda', 'gk', 'kritis']",Neutral
"['baladoo', 'jelasin', 'politik', 'dinasti', 'kaya', 'gimana', 'gaa', 'bang']",Positive
"['ji', 'mayoritas', 'anak', 'gen', 'emang', 'goblok', 'politik', 'kritis']",Negative
"['dukung', 'prabowo', 'gibran', 'anak', 'muda', 'bodoh', 'anggap', 'politik', 'dinasti']",Positive
"['slamet', 'gm', 'nuansa', 'dinasti', 'politik', 'asa']",Neutral
"['ernest', 'emang', 'buzzer', 'prabowo', 'dukung', 'politik', 'dinasti', 'dukung', 'politik', 'kotor']",Positive
"['tuju', 'lupa', 'bodoh', 'politik', 'dinasti']",Negative
"['ngga', 'dinasti', 'politik', 'sistem', 'demokrasi', 'emosi', 'goblok']",Negative
"['tolak', 'politik', 'dinasti', 'oligarki']",Negative
"['ngga', 'curang', 'ngga', 'menang']",Negative
"['politik', 'dinasti', 'kasih', 'tumbuh', 'subur', 'indonesia', 'gerus', 'orang', 'mumpuni', 'ogah', 'jilat', 'kuasa']",Negative
"['jsp', 'arti', 'partai', 'suruh', 'pindah', 'agama', 'wajib', 'pindah', 'lae', 'kader']",Positive
"['jsp', 'ayo', 'semangat', 'laemasuk', 'jurang', 'rame']",Neutral
"['politik', 'dinasti', 'tumbuh', 'subur', 'indonesia', 'gerus', 'orang', 'mumpuni', 'ogah', 'jilat', 'kuasa']",Negative
"['gerombol', 'anak', 'muda', 'naif', 'teriak', 'tolak', 'politik', 'dinasti', 'hancur', 'norma', 'idealisme']",Negative
"['pikir', 'pikir']",Neutral
"['amin', 'kalah', 'putar', 'suara', 'amin', 'dukung', 'lari', 'ganjar', 'mahfud', 'tolak', 'dinasti', 'politik', 'putar', 'menang', 'ganjar', 'mahfud']",Positive
"['kasih', 'subur', 'politik', 'dinasti', 'indonesia', 'gerus', 'orang', 'mumpuni', 'ogah', 'jilat', 'kuasa']",Negative
"['politik', 'dinasti', 'gerus', 'orang', 'mumpuni', 'jilat', 'pebguasa']",Positive
"['gue', 'menang', 'milu']",Positive
"['politik', 'dinasti', 'kasih', 'subur', 'indonesia', 'gerus', 'orang', 'mumpuni', 'ogah', 'jilat', 'kuasa']",Negative
"['celoteh', 'tolak', 'politik', 'dinasti', 'skrg', 'mah', 'ngga', 'laku', 'lg', 'celoteh', 'tolak', 'politik', 'dinasti', 'tum', 'ganti']",Negative
"['kecewa', 'awak']",Negative
"['gitu', 'koq', 'repot', 'kutip', 'alm', 'gusdur', 'dinasti', 'politik', 'pilih', 'gibran', 'partai', 'psi', 'laku', 'bhakti', 'nkri', 'khan', 'repot']",Positive
"['politik', 'dinasti', 'anjay']",Neutral
"['jsp', 'politik', 'dinasti', 'ikat', 'erat', 'tubuh', 'partai', 'kuasa', 'lingkar', 'keluarga', 'sloganya', 'keluarga', 'bahagia']",Positive
"['bc', 'postingan', 'abang', 'mkn', 'prihatin']",Neutral
"['anis', 'matta']",Neutral
"['ohhh', 'gitu', 'lantas', 'bjcara', 'dinasti', 'praktek', 'partai', 'politik', 'ajar', 'dinasti', 'partai', 'politik', 'calon', 'persiden', 'mengcalonkan', 'legislatif', 'calon', 'kepala', 'daerah', 'sa']",Positive
"['juta', 'orang', 'dukung', 'khianat', 'ama', 'orang', 'rusak', 'konstitusi', 'negara', 'main', 'politik', 'dinasti', 'era', 'soeharto', 'guling', 'reformasi']",Negative
"['media', 'internasional', 'berita', 'pilih', 'gibran', 'rakabuming', 'bacawapres', 'damping', 'prabowo', 'rupa', 'nepotisme', 'upaya', 'bangun', 'dinasti', 'politik', 'rusak', 'proses', 'demokrasi']",Negative
"['muba', 'ter', 'rakit', 'dinasti', 'politik']",Neutral
"['bacot', 'gue', 'calon legislatif', 'pdi']",Neutral
"['anggap', 'dinasti', 'politik']",Neutral
"['anak', 'walikota', 'jg', 'masuk', 'tuju', 'dinasti', 'politik', 'lo', 'telat', 'mikir']",Neutral
"['tombol', 'enter', 'ngga', 'keyboard', 'sanggup', 'baca', 'teks', 'jarak', 'selesai', 'pedih', 'mata', 'baca', 'pedih', 'hati', 'paksa', 'dukung', 'politik', 'dinasti']",Negative
"['konstitusi', 'dikangkangimk', 'mahkamah', 'keluargasentimen', 'negatif', 'menguatrakyat', 'lawan', 'kolusi', 'elit', 'partaitegak', 'lurus', 'konstitusilawan', 'kolusi', 'nepotismepolitik', 'dinasti', 'bunuh', 'demokrasilawan', 'prabowo', 'din']",Negative
"['dasco', 'media', 'internasional', 'berita', 'pilih', 'gibran', 'rakabuming', 'bacawapres', 'damping', 'prabowo', 'rupa', 'nepotisme', 'upaya', 'bangun', 'dinasti', 'politik', 'rusak', 'proses', 'demokrasi']",Negative
"['media', 'internasional', 'berita', 'pilih', 'gibran', 'rakabuming', 'bacawapres', 'damping', 'prabowo', 'rupa', 'nepotisme', 'upaya', 'bangun', 'dinasti', 'politik', 'rusak', 'proses', 'demokrasi']",Negative
"['orang', 'politik', 'dinasti']",Neutral
"['media', 'internasional', 'berita', 'pilih', 'gibran', 'rakabuming', 'bacawapres', 'damping', 'prabowo', 'rupa', 'nepotisme', 'upaya', 'bangun', 'dinasti', 'politik', 'rusak', 'proses', 'demokrasi']",Negative
"['nang', 'banget', 'gue', 'bang', 'mikirin', 'capres', 'lu', 'gagal', 'kali', 'minim', 'gagas']",Negative
"['langgeng', 'politik', 'dinasti']",Neutral
"['contoh', 'anak', 'muda', 'grbr', 'walikota', 'ortu']",Positive
"['bunuh', 'krna', 'malu']",Negative
"['politik', 'dinasti', 'gk', 'bang']",Neutral
"['den', 'lu', 'mending', 'nyari', 'bahan', 'gih', 'nyerang', 'paslon']",Negative
"['sblm', 'berita', 'temu', 'megasp']",Neutral
['gaspooool'],Neutral
['optimis'],Negative
"['jabat', 'ngga', 'presiden', 'jokowi', 'ngga', 'usut', 'sibuk', 'cawecawe', 'lenggang', 'politik', 'dinasti', 'alas', 'rakyat']",Negative
"['romo', 'magnis', 'khawatir', 'demokrasi', 'indonesia']",Negative
"['purnomo', 'korban', 'dinasti', 'politik', 'tweet', 'anak']",Negative
"['alam', 'politik', 'dinasti', 'part']",Neutral
"['ft', 'negara', 'cuman', 'main']",Positive
"['risakotta', 'gibran', 'cawapres', 'ps']",Neutral
"['rusak', 'demokrasi']",Positive
"['pilih', 'politik', 'identitas', 'dinasti', 'politik', 'nepotisme', 'hayoo', 'pilih']",Positive
"['mujani', 'heran']",Neutral
"['didu', 'politik', 'dinasti', 'jaman', 'soeharto']",Neutral
"['dinasti', 'gobloktapi', 'ngga', 'orang', 'untung', 'tweet', 'paman', 'hakim', 'mk', 'ngelolosin', 'nyawaprestidak', 'gratis', 'politik']",Negative
"['dinasti', 'politik', 'korea', 'utara', 'lha', 'rakyat']",Positive
"['tuhan', 'semesta', 'alam', 'engkau', 'kenan', 'gagal', 'daya', 'upaya', 'menang', 'politik', 'dinasti', 'halal', 'negeri', 'amin']",Positive
"['gemoy', 'suka', 'kucing']",Positive
"['ngga', 'dinasti', 'politik']",Negative
"['dinasti', 'politik', 'iya']",Positive
"['mujani', 'fenomena']",Neutral
"['udik', 'kerja', 'ok', 'tp', 'dinasti', 'politik', 'nooooo']",Positive
"['konflik', 'upaya', 'kuat', 'dinasti', 'politik']",Positive
"['psi', 'partai', 'dukung', 'langgar', 'konstitusi', 'kuasa']",Positive
"['dnu', 'hmmmm', 'paham', 'politik', 'dinasti']",Neutral
"['politik', 'dinasti', 'praktik', 'politik', 'dinasti', 'udah', 'langgar', 'dll']",Negative
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['mujani', 'anggap', 'bukti', 'politik', 'dinasti']",Neutral
"['prabowo', 'dinasti', 'politik', 'wajar', 'lo']",Neutral
"['politik', 'dinasti', 'nyata']",Neutral
"['id', 'blunder', 'sich']",Neutral
['bukti'],Neutral
"['republik', 'dinasti', 'politik']",Neutral
"['bravob', 'bg', 'sorry', 'out', 'of', 'topic']",Negative
"['sar', 'kemarin', 'periode', 'tolak', 'gilak', 'negara', 'demokrasi', 'ngga', 'nerima', 'dinasti', 'politik']",Negative
"['nama', 'dinasti', 'politik', 'tolak', 'sodara']",Negative
"['id', 'iya', 'transformasi', 'politik', 'tuju', 'dinasti']",Positive
"['dinasti', 'politik', 'jokowi']",Neutral
"['kaya', 'macan', 'fahri', 'lugas', 'bela', 'rakyat', 'lihat', 'kaya', 'kadal', 'kebon']",Positive
"['blom', 'ngomong', 'politik', 'dinasti', 'twit', 'makan', 'enak', 'ngomongnya', 'gin']",Positive
"['gamblang', 'bang', 'adi']",Positive
['sejarah'],Neutral
"['sepakat', 'dinasti', 'politik', 'catat', 'eksistensi', 'cawapres', 'gibran', 'lahir', 'mk', 'tuai', 'paman']",Neutral
"['tilik', 'hubung', 'adil', 'socrates', 'putus', 'mk', 'sarat', 'upaya', 'dinasti', 'politik', 'jokowi', 'puan', 'pks', 'ngapain', 'adi', 'gemoy', 'muda', 'kiky', 'xi', 'jinping', 'nyesel', 'odgj', 'shut', 'up', 'copenhagen', 'mkmk', 'erdogan', 'maguire', 'amran', 'sulaiman', 'rasmus', 'hojlund', 'turkey']",Negative
"['didu', 'munafik', 'orang', 'hujat', 'tajam', 'keluarga', 'bu', 'atut', 'kyai', 'fuad', 'amin', 'bangkal']",Negative
"['konflik', 'lawan', 'politik', 'dinasti', 'lawan', 'periode']",Negative
"['baris', 'calon', 'kalah', 'bangun', 'narasi', 'politik', 'dinasti']",Negative
"['gara', 'raja', 'juli', 'jokowi', 'politik', 'dinasti', 'tolak', 'politik', 'dinasti', 'bunuh', 'demokrasi']",Negative
"['anti', 'politik', 'dinasti', 'politik', 'identitas', 'politik', 'amis', 'sampah', 'cumaa', 'ngomong', 'doang', 'hasil']",Neutral
"['orde', 'kaya', 'keluarga', 'sepakat', 'dinasti', 'politik']",Positive
[],Neutral
"['mujani', 'kayak', 'presiden', 'korea', 'utara']",Positive
['gue'],Neutral
"['paham', 'politik', 'dinasti']",Neutral
"['kirain', 'politik', 'identitas', 'bahaya']",Negative
"['crot', 'peju', 'ton', 'kubik', 'tenggelam', 'politik', 'dinasti']",Neutral
"['lebar', 'amerika']",Neutral
"['dl', 'kau', 'kritis', 'brani', 'kritisi', 'dinasti', 'politik']",Negative
"['prabowo', 'cinta', 'rakyat', 'prabowo', 'dukung', 'dinasti', 'politik']",Positive
"['politik', 'dinasti', 'main', 'aman', 'pakde', 'pdip', 'untung', 'main', 'dinasti', 'tsb']",Positive
"['data', 'berita', 'jokowi', 'buka']",Positive
"['rupiah', 'politik', 'dinasti', 'bunuh', 'demokrasilawan', 'culik', 'dinasti', 'jokowi', 'kuasa', 'ganjar', 'mahfud', 'tegak', 'lurus', 'konstitusi']",Negative
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
['id'],Neutral
"['ngga', 'politik', 'dinasti']",Negative
[],Neutral
['id'],Positive
"['rakyat', 'udah', 'gerah', 'dinasti', 'politik', 'lu', 'main']",Negative
"['pilih', 'proses', 'tp', 'usung', 'kuat', 'politik', 'dinasti', 'main', 'peran']",Positive
"['seru', 'tolak', 'politik', 'dinasti']",Negative
"['teka', 'teki', 'silang', 'isi', 'turun', 'dinasti', 'politik']",Neutral
"['nanya', 'lumayan', 'masabodo', 'ama', 'politik', 'indo', 'karna', 'kadang', 'hasil', 'tebak']",Negative
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['jlas', 'mindn', 'lbih', 'bang', 'rgtp', 'bentuk', 'jenis', 'politik', 'dinastiregenerasi']",Positive
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['gue', 'ngga', 'heran', 'dinasti', 'politik', 'nyata']",Neutral
"['langgeng', 'politik', 'dinasti']",Neutral
"['gibran', 'nilai', 'dongkrak', 'elektabilitas', 'prabowo', 'efek', 'jokowi']",Positive
"['cawapresnya', 'politik', 'dinasti', 'tweet', 'cawapresnya', 'ganjar', 'politik', 'dinasti', 'mas', 'gibran', 'nolak', 'cawapresnya', 'ganjar', 'hehehe']",Neutral
"['samosir', 'adit', 'ardhani', 'toniee', 'kyk', 'gin', 'donk', 'cr', 'kuasa', 'materi', 'dlm', 'forum', 'intl', 'jual', 'kartu', 'norak']",Positive
"['ganjarmahfud', 'udah', 'bagus', 'bgt', 'gem']",Positive
"['teriak', 'politik', 'dinasti', 'lupa', 'puan', 'maharani', 'rupa', 'putri', 'mantan', 'presiden', 'jabat', 'ketua', 'dpr']",Negative
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['kesitu', 'deh', 'partai', 'politik', 'dinasti', 'ngga', 'aju']",Positive
"['id', 'politik', 'move', 'on', 'move', 'on', 'politik', 'dinasti', 'orba', 'gagal']",Negative
"['gk', 'dinasti', 'politik', 'paok']",Neutral
"['jokowi', 'kianati', 'pdp', 'jokowi', 'gibran', 'mencla', 'mencle', 'dinasti', 'politik', 'dukung', 'jokowi', 'marah', 'kecewa', 'pindah', 'dukung', 'ganjar', 'projo', 'nusantara', 'pindah', 'dukung', 'ganjar', 'rawan', 'ganjar', 'rawan', 'ganjar', 'provinsi', 'jokowi']",Negative
"['tutup', 'politik', 'dinasti', 'binatang', 'inikarimnas', 'dkk']",Positive
"['sok', 'teriak', 'dinasti', 'politik', 'sisi', 'lu', 'salah']",Negative
"['idagung', 'emang', 'aneh']",Negative
"['drmana', 'abai', 'etika', 'politik', 'tabrak', 'atur', 'bangun', 'dinasti', 'politik']",Positive
"['thia', 'sampe', 'abai', 'etika', 'politik', 'dinasti', 'politik', 'kek', 'gin']",Positive
"['kontribusi', 'jokowi', 'demokrasi', 'putus', 'mata', 'rantai', 'dinasti', 'politik', 'anak', 'jual', 'martabak', 'maret']",Positive
"['pokok', 'ngga', 'suka', 'dinasti', 'politik']",Negative
"['paham', 'konsen', 'politik', 'dinasti']",Neutral
"['musim', 'hujan', 'tumbuh', 'subur', 'tanam']",Negative
"['definisi', 'dinasti', 'politik', 'negara', 'nyata']",Positive
"['muba', 'dinasti', 'politik', 'negara', 'lihat']",Positive
"['lira', 'leta', 'rendah', 'letak', 'silah', 'lihat', 'kbbi', 'nampak', 'benci', 'arab', 'saudi', 'moga', 'selubung', 'benci', 'islam', 'ambil', 'contoh', 'issue', 'dinasti', 'politik', 'kasihan']",Positive
"['dinasti', 'politik', 'adab', 'otoriter']",Positive
"['dinasti', 'politik', 'lihat']",Neutral
"['nepotisme', 'larang', 'agama', 'buah', 'pandang', 'sudut', 'islam']",Neutral
"['keluarga', 'gotong', 'royong']",Neutral
"['jsp', 'sesuai', 'nama', 'partai', 'partai', 'demokrat', 'dukung', 'politik', 'dinasti']",Positive
"['nepotisme', 'larang', 'agama', 'buah', 'pandang', 'sudut', 'islam']",Neutral
"['raharjo', 'orang', 'presiden', 'dinasti', 'politik']",Neutral
"['didu', 'partai', 'indonesia', 'milik', 'cenderung', 'pakai', 'politik', 'dinasti', 'sang', 'anak', 'milik', 'jabat', 'partai', 'tsb', 'faktor', 'senioritas', 'tp', 'partai', 'orang', 'tua']",Positive
"['beda', 'partai', 'bangun', 'dinasti']",Positive
"['tweet', 'bahagia', 'politik', 'dinasti', 'mu', 'selagi', 'mu', 'kuasa']",Positive
"['politik', 'dinasti', 'anak', 'muda', 'paham', 'visi', 'misi', 'rekam', 'jejak', 'caprescawapres', 'pilih']",Positive
"['fc', 'bukti', 'bangun', 'dinasti', 'politik', 'negeri']",Neutral
['bu'],Neutral
['anehhh'],Negative
"['mohon', 'maaf']",Positive
"['alas', 'politik', 'dinasti', 'aman', 'programkebijakan', 'jalan', 'periode', 'sang', 'lurah', 'freeport']",Positive
['tweet'],Neutral
"['narasi', 'orang', 'sembunyi', 'jahat', 'politik', 'dinasti', 'usul', 'gibran', 'sbg', 'capres', 'prabowo', 'sbg', 'cawapres']",Negative
"['hasrat', 'kuasa', 'udah', 'darah', 'daging', 'kaya', 'gin', 'laku', 'bangun', 'dinasti', 'politik']",Positive
['salah'],Negative
"['gm', 'pdip', 'sbg', 'partai', 'pilih', 'hak', 'wakil', 'mb', 'puan', 'scr', 'konteks', 'skala', 'parlemen', 'iya', 'bukti', 'tp', 'arti', 'dongbtw', 'bgmnpun', 'gue', 'harap', 'rakyat', 'lihat', 'ketidakbena']",Positive
"['sampe', 'deh']",Neutral
"['jokowi', 'manusia', 'mas']",Neutral
"['beda', 'cuman', 'politik', 'dinasti', 'ngga', 'dukung', 'dukung']",Positive
"['salah', 'pilih', 'jokowi', 'orang', 'kecoh']",Negative
['iya'],Positive
"['politik', 'dinasti', 'langsung', 'anak', 'menteri', 'gibran', 'pilih', 'rakyat']",Neutral
"['masyarakat', 'bang', 'dinasti', 'politik', 'goreng', 'goreng', 'pdip', 'terima']",Positive
"['dinasti', 'politik', 'kental', 'banget']",Positive
"['bodoh', 'rakyat', 'nas', 'arti', 'politik', 'dinasti', 'politik', 'sistim', 'demokrasi', 'politik']",Positive
"['pilih', 'sesuai', 'hati', 'nurani', 'saudara', 'pilih', 'jalur', 'politik', 'identitas', 'dinasti', 'politik']",Neutral
"['ngajari', 'prabowo', 'dinasti', 'politik']",Neutral
"['anti', 'dinasti', 'politik', 'kreatif', 'coba', 'lomba', 'nyanyi', 'lagu', 'hadiah', 'gitu', 'viral', 'pilpres']",Positive
"['indo', 'gonjang', 'ganjing', 'dinasti', 'politik']",Negative
"['lengkap', 'bangun', 'dinasti', 'politik', 'kuasa']",Neutral
"['ribu', 'alibi']",Neutral
"['babak', 'drama', 'politik', 'dinasti', 'titik']",Positive
"['nurfatoni', 'tweet', 'maksud', 'politik', 'dinasti', 'milih', 'rakyat']",Neutral
"['tweet', 'min', 'rakyat', 'suruh', 'kah', 'lawan', 'dinasti', 'politik']",Neutral
"['pilkada', 'beda', 'nista', 'agama', 'politik', 'dinasti']",Neutral
['udahlah'],Neutral
"['anthony', 'psi', 'anti', 'dinasti', 'politik']",Neutral
"['tiati', 'lho', 'nilai', 'hasil', 'survey', 'tsb']",Neutral
"['ganjar', 'presiden', 'beda']",Positive
"['percaya', 'jokowi', 'bangun', 'dinasti', 'politik', 'anti']",Negative
"['maksud', 'kenal', 'tas', 'kenal', 'dinasti', 'politik', 'mahkamah', 'keluarga', 'kh']",Neutral
"['mas', 'ganjar', 'real']",Positive
"['vibesnya', 'ganjar', 'oke']",Positive
"['gsp', 'lihat', 'gimmick', 'gimmick', 'konsultan', 'kampanye', 'jiplak', 'plek', 'ketiplek', 'hutang']",Negative
"['udah', 'gila', 'kuasa', 'tolak', 'dinasti', 'politik']",Negative
"['politik', 'dinasti', 'gaya', 'mas', 'ganjar']",Neutral
"['bangor', 'generasi', 'muda', 'gamau', 'milih', 'prabowo']",Positive
"['ganjar', 'show', 'us', 'the', 'way']",Neutral
['gibran'],Neutral
"['gerak', 'gerak', 'tolak', 'politik', 'dinasti', 'bunuh', 'demokrasi', 'judul', 'berita', 'pinjam', 'ratus']",Negative
"['mas', 'ganjar', 'ngga', 'main', 'politik', 'dinasti']",Positive
"['joki', 'cari', 'kutip', 'dinasti', 'politik']",Positive
"['ganjar', 'presiden', 'vibe']",Neutral
"['survei', 'litbang', 'kompas']",Neutral
"['beneran', 'periode', 'dinasti', 'politik', 'jateng', 'sensian', 'diroasting', 'baper']",Positive
"['sumber', 'politikus', 'mental', 'rakus', 'mbah', 'ngomong', 'politik', 'dinasti', 'salah', 'yaudah', 'sampean', 'pikir', 'dukung', 'golput', 'serah', 'mbah']",Positive
"['jujur', 'ngga', 'main', 'politik', 'dinasti']",Positive
"['pas', 'kmren', 'solo']",Neutral
['integritas'],Positive
"['ngga', 'heran', 'ganjar', 'suka']",Positive
"['lo', 'serang', 'jokowi', 'maki', 'penghianat', 'bocil', 'bangsad', 'haus', 'kuasa', 'politik', 'dinasti', 'berhala', 'gue', 'komen', 'tuit', 'lo', 'smua', 'gilir', 'gue', 'tuit', 'bela', 'jokowi', 'ko', 'pd', 'gerah', 'gue', 'ngga', 'suka', 'dukung', 'benci']",Negative
"['ganjar', 'emang', 'beda', 'vibe']",Neutral
"['mas', 'ganjar', 'contohin', 'politik', 'kerja']",Positive
"['daliyo', 'bismillah', 'ganjar', 'mahfud', 'menang', 'indonesia', 'bersih', 'drama', 'manuver', 'dinasti', 'politik', 'gentar', 'ganjar', 'takut', 'mahfud']",Positive
"['zaman', 'now']",Neutral
"['santai', 'gempur', 'isu', 'politik', 'dinasti', 'emang', 'santuy', 'kubu', 'yaa']",Positive
"['respect', 'banget', 'ganjar']",Positive
"['beda', 'banget', 'ganjar', 'presiden']",Neutral
"['id', 'pilih', 'kaesang', 'pangarep', 'pimpin', 'partai', 'politik', 'dinasti', 'indonesia', 'tanda', 'anak', 'presiden', 'milik', 'peran', 'politik', 'keluarga', 'bawa', 'ubah', 'signifi']",Positive
"['ratus', 'mahasiswa', 'semarang', 'demo', 'protes', 'politik', 'dinasti', 'jokowi']",Negative
"['laksana', 'ironis']",Negative
"['ganjar', 'pimpin']",Positive
"['beda', 'banget', 'ganjar']",Neutral
"['dinasti', 'politik', 'keliling', 'rawa', 'biadab']",Neutral
"['prabowo', 'buka', 'suara', 'kait', 'tuding', 'dinasti', 'politik']",Neutral
"['suyatno', 'salah', 'dukung', 'ratu', 'atut', 'politik', 'dinasti', 'bukti', 'dinasti', 'bu', 'atut', 'pilih', 'rakyat', 'bukti']",Negative
"['iya', 'gue', 'rakyat']",Positive
"['busett', 'timeline', 'twitter', 'isi', 'politik', 'dinasti', 'kpu', 'baris', 'sakit', 'hati']",Negative
"['orang', 'indo', 'ribut', 'politik', 'dinasti', 'kejang', 'kali', 'singapore', 'partai', 'dominantnya', 'cmn', 'dr', 'thn']",Positive
"['bahas', 'post', 'truth', 'pas', 'maksi', 'rekan', 'kerja', 'prabowo', 'ngga', 'nyangka', 'rendah', 'level', 'politik', 'dinasti', 'ngga', 'wajar']",Positive
"['jijik', 'dinasti', 'politik', 'politikus', 'idealisme', 'mikirin', 'rakyat']",Negative
"['hehehe', 'percaya', 'bang', 'beliau', 'tipikal', 'orang', 'politis', 'rakus', 'haus', 'kuasa', 'uu', 'langgar']",Negative
"['poros', 'caprescawapres', 'usung', 'dinasti', 'politik']",Positive
"['poros', 'caprescawapres', 'usung', 'dinasti', 'politik']",Positive
"['politik', 'dinasti', 'kabar', 'warga', 'jogja', 'sapa', 'senyum', 'mbak', 'yashinta', 'mega', 'sudut', 'kota', 'sampe', 'desa']",Positive
"['daliyo', 'kawal', 'orang', 'maju', 'lawan', 'dinasti', 'politik', 'gentar', 'ganjar', 'takut', 'mahfud']",Positive
"['id', 'dinasti', 'politik', 'keri', 'amit', 'deh', 'kayak', 'korut']",Negative
"['widodo', 'the', 'real', 'dinasti', 'politik', 'liat', 'banget', 'tabrakin', 'atur', 'jokowi']",Neutral
"['lira', 'tingkat', 'nasional', 'pdip', 'pd', 'bangun', 'dinasti', 'politik', 'deng', 'gerindra', 'gandeng', 'anak', 'majikan', 'imbal', 'dukung', 'kuat', 'suara', 'kasihan']",Neutral
[],Neutral
"['polemik', 'putus', 'mk', 'bau', 'politik', 'dinasti', 'henti', 'pilpres', 'ps', 'menang', 'sanggup', 'mrk', 'hadap', 'polemik']",Positive
"['orang', 'demokrasi', 'diam', 'dinasti', 'politik']",Neutral
"['produser', 'pdip']",Neutral
"['ogi', 'tweet', 'id', 'negara', 'lgi', 'mai', 'main', 'rakus', 'kekuasaaan', 'politik', 'dinasti']",Neutral
"['risakotta', 'ngga', 'sok', 'ngomong', 'politik', 'dinasti']",Negative
"['pilih', 'politik', 'dinasti', 'jokowi']",Neutral
"['arti', 'dukung', 'politik', 'dinasti']",Positive
"['pilih', 'politik', 'dinasti', 'jokowi']",Neutral
"['dinasti', 'politik', 'menjadijadi']",Negative
"['dinasti', 'politik', 'menjadijadi']",Negative
"['dinasti', 'politik', 'menjadijadi']",Negative
"['dinasti', 'politik', 'menjadijadi']",Negative
['prabowo'],Neutral
['prabowo'],Neutral
['prabowo'],Neutral
['prabowo'],Neutral
"['ulama', 'dukung', 'dinasti', 'politik']",Positive
"['politik', 'dinasti', 'khianat', 'demokrasi']",Negative
